Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks,Monthly Revenue,Annual Burn Rate,Customer Acquisition Cost (CAC),Customer Lifetime Value (CLV),Active Users,Revenue Growth Rate (%),Funding Utilization (%),Profit Margin (%),Valuation at Funding,Operating Expenses
1620,17/06/2016,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,,,,11391211,389,4776,1398478,-5.2,101.1,12.0,148084554,1106374
1621,20/06/2016,Dipper,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed investor,Seed Funding,,,39957,10141804,176,,1257553,-6.0,26.3,-29.9,338636250,500292
1622,20/06/2016,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Funding,,,4622346,7397579,452,,247389,13.8%,92.2%,19.9,294581334,422080
1623,20/06/2016,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,,,102567,980323,481,2321,1576679,-18.7,103.0%,14.5,147131423,1156641
1624,21/06/2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,"1,50,000",,2775724,1761498,259,3591,"1,711,006",11.3,73.6,23.5,,357953
1625,21/06/2016,REstate,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed Funding,,,,,64,3380,665130,,31.1%,-38.4%,,1076494
1626,21/06/2016,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,,,2897490,16567439,26,397,1000000000,3.0,27.9%,2.5,393462883,1517599
1627,21/06/2016,ProcMart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,,,2931501,8443202,249,788,1144685,-8.9,22.4,,"496,018,908",1658758
1628,21/06/2016,Celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,"4,00,000",,1953110,18799093,319,2970,1877364,32.4,56.6%,5.9,369724265,1955316
1629,21/06/2016,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,"2,25,000",,652011,18560460,279,2679,1463126,-14.7%,82.1%,-32.5,70407594,
1630,21/06/2016,CyclopsMedtech,Technology,Medical Technology Provider,Bangalore,CP Bothra,Seed Funding,,,2872005,"13,351,763",448,4434,1620931,15.5,77.0,-17.9%,449989563,1707831
1631,21/06/2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,"1,50,000",,4488564,11660366,270,4243,1122565,26.6%,71.0,48.5,485762226,1049761
1632,21/06/2016,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,"60,00,000",,473692,19294377,332,339,835469,15.2,61.7%,39.0%,246946453,
1633,22/06/2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,"1,50,000",,4404293,12234989,380,2941,609279,36.6,88.1,34.3,,906293
1634,23/06/2016,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,"35,00,000",,2086931,18688817,447,2062,"1,614,830",,108.3,46.8,146985114,"987,967"
1635,23/06/2016,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,"2,10,000",,2690278,19581747,306,2437,,-3.8,102.6,-36.7%,347118644,1968350
1636,23/06/2016,Staqu,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed Funding,,,843716,3972707,280,370,1495843,2.8%,91.5%,8.6,118751061,927361
1637,23/06/2016,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity,,,3116524,13247505,43,"4,202",1676854,77.8,49.2%,16.1,"316,370,542",1643918
1638,24/06/2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,"50,000",,928118,14651125,322,,1958766,22.2,114.0,0.3%,230464954,1655799
1639,24/06/2016,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,Nexus Venture Partners,Seed Funding,,,1380472,16419654,94,4738,1672032,25.9%,106.1,-36.5,124997433,1911509
1640,24/06/2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,"5,00,000",,3613628,7051165,,4660,892961,25.1,114.8%,32.1,380695968,317443
1641,24/06/2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,"60,00,000",,271588,17245916,268,4113,264428,13.6%,81.9,25.4,400930869,1393523
1642,24/06/2016,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,"30,00,000",,2246964,9801595,45,632,,33.0%,53.3,-5.5,35384555,1385122
1643,24/06/2016,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding,"1,48,000",,2980946,"7,797,968",348,2071,"890,897",-25.4%,65.2,31.1%,240974963,485304
1644,27/06/2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,"12,00,000",,677502,3223612,143,168,"1,870,404",17.5,52.7,13.1,329667489,1048671
1645,27/06/2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed investor,Seed Funding,"1,00,000",,1487880,6491931,259,3077,77574,20.6%,55.1,25.8,132077629,1329854
1646,27/06/2016,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"Kanodia family, Amit Banka",Seed Funding,,,1730637,19498110,178,4327,1712263,32.4,62.6,-12.9%,132074196,"668,667"
1647,27/06/2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity,"30,00,000",,3324832,14352357,180,2656,1265570,-11.1,113.5,16.0,296948396,
1648,28/06/2016,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity,"80,00,000",,4884010,14550133,199,164,140632,-9.6,69.7%,16.2,196009855,1251976
1649,28/06/2016,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,"3,00,000",,4184500,17923434,30,1551,484400,-8.4%,60.4,4.2%,441872603,597138
1650,28/06/2016,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,"3,20,00,000",,965033,5411475,101,892,124600,22.4,83.9,-56.8%,388234049,1546294
1651,28/06/2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,"2,95,000",,110439,13264822,394,2204,1860716,22.7,48.6,14.3,434057709,1170618
1652,28/06/2016,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,,,278522,7492286,65,1890,,-7.0,20.9,16.0,355958283,1928141
1653,28/06/2016,BlogBeats,Consumer Internet,Online Blogging Platform,Bangalore,Undisclosed Investor,Seed Funding,,,"2,986,654",16975009,251,4154,1236550,50.3,93.0%,-13.6,285424684,212255
1654,29/06/2016,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,"1,00,000",,798177,8507410,74,1144,1040097,17.7,53.2,24.3%,134083348,1211965
1655,29/06/2016,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,"50,000",,1171777,17112100,271,1537,801295,14.5,43.7,16.1,139854345,301449
1656,29/06/2016,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,,,4240010,14975921,323,1225,342540,7.8%,73.5%,20.2%,32064120,1663932
1657,29/06/2016,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,"15,00,000",,"4,371,964",15461868,237,4453,1462953,30.6%,36.1,0.6%,415552626,802580
1658,30/06/2016,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,"2,50,00,000",,4198373,18521375,386,1507,264054,19.8,47.8,-32.7,468706390,716823
1659,30/06/2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed Funding,"2,20,000",,1283249,15833460,136,4957,414862,49.8,71.2,-32.2%,399962906,1042690
1660,30/06/2016,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bangalore,"Omidyar Network, Accel Partners & existing investors",Private Equity,,,3106029,6496658,281,3348,1953810,-12.3,117.4,27.2,146327735,375004
1661,30/06/2016,Biryani Blues,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,"3,68,000",,3061635,10478154,141,1568,182954,-18.9,44.4,-17.3%,430670990,862595
1662,01/05/2016,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,,,942532,9502751,256,2990,1902002,-2.8,66.7,-10.0%,304286976,1145107
1663,01/05/2016,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,"3,76,000",,2776633,"1,385,138",36,657,174854,23.1,72.8,,474356404,83925
1664,01/05/2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,"1,45,000",,2635777,11904830,138,4523,973216,3.4,91.3,-43.4,376991054,1298711
1665,02/05/2016,Airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed Funding,,,1992909,8804821,355,4788,1165652,37.4%,72.2%,-30.2%,183053678,"1,615,038"
1666,03/05/2016,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,"5,00,00,000",,3763281,7927545,390,1503,227244,4.1%,93.3%,29.7,284789829,1543688
1667,03/05/2016,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity,,,3394551,2281413,139,896,1777748,33.6,106.4,12.1,300148934,599586
1668,03/05/2016,Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed investors,Seed Funding,"2,50,000",,2672620,10133208,132,2170,1914435,-4.6%,48.3,-39.8%,202202470,1426450
1669,03/05/2016,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed Funding,,,3634332,11622876,152,3868,445593,35.7,103.6,-1.0,282378080,
1670,03/05/2016,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,"1,80,000",,3820280,2203581,143,3152,443434,,46.3,14.4,370247114,610445
1671,03/05/2016,Prepathon,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity,,,,12735252,496,243,1520120,0.7,100.9,-17.5%,273274651,482622
1672,04/05/2016,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,"2,00,000",,"1,353,017",3436720,327,91,743311,21.8,83.7,-26.1%,"387,848,793",1943874
1673,04/05/2016,Lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,"6,00,00,000",,3796942,2985628,195,1216,75343,17.4%,76.9%,,492132030,1332194
1674,04/05/2016,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,"1,20,00,000",,3593717,8081915,233,3784,1500393,22.3,66.4%,31.2%,437601208,189934
1675,04/05/2016,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding,"2,00,000",,4917417,7842737,257,1337,706744,37.7,74.5,36.1,467842116,919464
1676,04/05/2016,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding,"2,00,000",,765926,18307286,278,4477,,31.5%,43.5,28.9,164669024,1829356
1677,04/05/2016,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed Funding,"1,50,000",,2107976,,196,1521,1307467,22.3%,69.8,40.8%,259877908,"50,834"
1678,04/05/2016,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,"5,00,000",,4622648,7052225,487,4468,1154216,25.3,80.9,42.0%,145284924,1715734
1679,04/05/2016,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,"5,00,000",,2582623,"14,716,972",148,4600,1652518,-13.4,58.2%,-27.9,122776906,
1680,04/05/2016,Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,"5,00,000",,4714261,5070876,,3652,1595920,11.2,58.2%,35.0,28439128,1208122
1681,05/05/2016,Unbxd,Technology,eCommerce product discovery software,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,,,,19633236,7,917,1886389,-10.0,54.7,,417625454,73047
1682,05/05/2016,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,"3,75,000",,195145,14882958,248,405,1836246,11.6%,101.8%,57.5,198972522,1489708
1683,06/05/2016,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,"10,00,000",,3984222,18927105,428,909,1265177,34.3,58.4,94.6,428510329,117175
1684,06/05/2016,Meesho,eCommerce,Social commerce platform,Bangalore,Rajul Garg & Others,Seed Funding,,,1804987,18987690,498,"3,182",1113129,11.9,78.0,5.1%,125637443,708560
1685,07/05/2016,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed Funding,"75,000",,2610745,,239,3473,"925,402",-38.1,,2.4%,,1326240
1686,09/05/2016,Locus,Technology,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,"27,50,000",,2151487,9236559,74,4928,1328983,-8.9%,23.0%,0.4,202112254,1899488
1687,09/05/2016,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,"4,50,000",,,14917238,361,4763,121366,23.6,42.0,11.8%,234236948,999549
1688,09/05/2016,Rentickle,eCommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,"2,50,000",,4698581,271238,322,1573,804833,1.2,112.5,15.8,323142554,1357825
1689,10/05/2016,HealthifyMe,Consumer Internet,Health & Fitness App,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,"60,00,000",,488478,9095651,479,1976,551367,27.7%,91.7,76.0,91371420,1765751
1690,10/05/2016,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,"15,00,000",,3865640,13794171,255,3872,1113036,-12.1,57.6,13.6,221162120,1755617
1691,10/05/2016,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,"1,80,00,000",,4450488,"15,878,438",6,3876,1846231,19.6%,29.0,-0.7%,487272144,911488
1692,10/05/2016,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed Funding,"15,00,000",,3293910,8359709,450,1602,961980,20.6,71.4,10.3,7765657,1711302
1693,10/05/2016,Swiggy,Consumer Internet,Food Delivery Platform,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,"70,00,000",,1987136,17273998,339,203,1165834,27.8,98.4,,434701811,1974230
1694,11/05/2016,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity,"9,00,000",,,13505546,401,527,805568,-1.1,62.3,-32.0,219537123,814139
1695,11/05/2016,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,,,3419256,1005362,63,4129,685420,27.6%,104.4%,6.3,472299580,51095
1696,11/05/2016,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,"10,00,00,000",,2354613,5626558,231,1775,1362076,42.1%,49.0,68.3%,64496856,310985
1697,12/05/2016,Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,"5,00,000",,763883,18764575,231,3630,497708,-33.5%,69.5,32.2,177938088,1844719
1698,12/05/2016,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,"2,50,00,000",,1811058,147922,137,4014,1758110,13.0,29.0,-2.0,258951237,1432186
1699,12/05/2016,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,"1,50,000",,4808517,2249809,424,4488,227402,-24.1,72.6,18.8%,158602173,446819
1700,12/05/2016,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,,,1341620,,98,2485,444528,-5.2,106.1,72.9%,124472735,1403712
1701,12/05/2016,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed Funding,,,908639,19876842,,3205,1503234,-3.6%,35.2,15.0,11406613,386961
1702,12/05/2016,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,"Phanindra Sama, Raghunandan G,",Seed Funding,,,3416237,14125367,120,1018,165825,10.7,81.0,-12.3,443414048,1760432
1703,12/05/2016,Derbii,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed Funding,,,1013719,3038445,494,4709,824811,19.6,51.4,11.7,,976561
1704,13/05/2016,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,"1,35,00,000",,4601146,7922954,,"4,421",755656,30.1,55.3,26.0,62064166,
1705,13/05/2016,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,"22,00,000",,"4,297,734",18796895,292,1979,1873105,17.3%,20.9%,20.4,418138164,1307802
1706,16/05/2016,Smartivity,eCommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,"10,00,000",,4917980,4461565,95,1867,,25.5,73.3%,46.3,220087701,432115
1707,16/05/2016,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,,,4564662,11552088,200,3676,908837,-9.6,,12.5,484057597,"1,252,575"
1708,17/05/2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,,,1233945,9333736,278,2099,"919,332",33.1,34.7,-48.6%,69851745,1339636
1709,17/05/2016,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,,,1076494,15233144,14,3641,1636771,-53.9,43.4,21.8,162255904,713497
1710,17/05/2016,Blinge,eCommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,,,1726344,15071735,124,497,1081918,42.5%,42.6,20.1%,285061581,1093714
1711,18/05/2016,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding,"2,50,000",,2359608,16682356,295,1379,260562,38.9,76.2,18.5%,350037825,1233532
1712,18/05/2016,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,"1,00,000",,4402378,2476718,12,3912,1740905,27.0,39.0,-11.2%,157959859,142182
1713,18/05/2016,Fundamentor,Education,Aptitude Development Program,Pune,Subramanya SV,Seed Funding,,,3672804,9131502,249,,301900,56.6%,115.2%,59.8,170037387,907528
1714,18/05/2016,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,"1,00,00,000",,3229284,13865865,303,178,1389993,-24.1,89.6%,-17.2,52715780,1471294
1715,18/05/2016,BhiveWorkspace,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,"10,00,000",,4394261,8438092,111,3906,546496,27.6,82.5%,-14.5,422553018,424377
1716,18/05/2016,Parentlane,Consumer Internet,Parenting & Child Care app,Bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,,,,13380146,85,392,243848,14.7,,,300430260,322479
